"entry_id";"child";"parent"
4375;5733;2016
4376;5734;2016
4377;5738;2088
4378;5739;2088
4379;5742;2088
4380;5743;2088
4381;5744;2073
4382;5746;2073
4383;5748;2073
4384;5749;2026
4385;5755;2026
4386;5758;2053
4387;5763;2061
4388;5769;2019
4389;5770;2019
4390;5772;2001
4391;5773;2091
4392;5774;2001
4393;5776;2098
4394;5777;2098
4395;5778;2098
4396;5779;2004
4397;5780;2059
4398;5781;2004
4399;5782;2004
4400;5783;2059
4401;5784;2059
4402;5785;2059
4403;5786;2059
4404;5787;2008
4405;5788;2064
4406;5790;2035
4407;5791;2059
4408;5794;2024
4409;5795;0
4410;5796;2004
4411;5798;2072
4412;5799;2019
4413;5800;2004
4414;7701;60989
4415;7702;60989
4416;7704;60989
4417;7705;60989
4418;7707;60387
4419;7708;60573
4420;7709;60573
4421;7710;60573
4422;7711;60573
4423;7712;60573
4424;7713;60573
4425;7714;60588
4426;7715;60588
4427;7716;60588
4428;7717;60588
4429;7718;60588
4430;7719;60588
4431;7720;60580
4432;7721;60580
4433;7722;60580
4434;7723;60580
4435;7724;60580
4436;7725;60387
4437;7727;60580
4438;7728;60580
4439;7729;0
4440;7730;0
4441;7731;0
4442;7732;60564
4443;7733;60564
4444;7735;60564
4445;7736;60564
4446;7737;60564
4447;7738;60397
4448;7739;60397
4449;7740;60397
4450;7741;60397
4451;7742;60397
4452;7744;60397
4453;7745;60397
4454;7746;60397
4455;7747;60556
4456;7748;60556
4457;7749;60556
4458;7750;60571
4459;7752;60571
4460;7753;60571
4461;7754;60571
4462;7755;60571
4463;7756;60383
4464;7757;60383
4465;7758;60383
4466;7759;60383
4467;7760;60383
4468;7761;60383
4469;7762;60383
4470;7763;60383
4471;7764;60563
4472;7765;60563
4473;7766;60563
4474;7768;60563
4475;7769;60563
4476;7770;60563
4477;7772;60563
4478;7773;60563
4479;7774;60592
4480;7775;60592
4481;7777;60592
4482;7778;60592
4483;7779;60592
4484;7780;60592
4485;7781;60986
4486;7784;60986
4487;7785;60391
4488;7786;60398
4489;7787;60398
4490;7788;60398
4491;7789;60543
4492;7790;60543
4493;7791;60543
4494;7792;60543
4495;7793;60543
4496;7794;60543
4497;7795;60543
4498;7796;60584
4499;7797;60584
4500;7798;60584
4501;7799;60584
4502;7800;60584
4503;7801;60968
4504;7802;60968
4505;7803;60968
4506;7804;60968
4507;7805;60968
4508;7806;60968
4509;7807;60968
4510;7808;60968
4511;7809;60968
4512;7810;60538
4513;7811;60538
4514;7812;60538
4515;7813;60963
4516;7814;60963
4517;7815;60984
4518;7816;60984
4519;7818;60984
4520;7819;60984
4521;7820;60984
4522;7821;60984
4523;7822;60984
4524;7823;60989
4525;7824;60989
4526;7825;60984
4527;7826;60589
4528;7827;60589
4529;7828;60589
4530;7829;60589
4531;7830;60589
4532;7831;0
4533;7832;0
4534;7833;0
4535;7834;60547
4536;7835;60547
4537;7836;60984
4538;7837;60984
4539;7838;60595
4540;7839;60595
4541;7840;60547
4542;7841;60547
4543;7842;60547
4544;7843;60547
4545;7844;60551
4546;7845;60551
4547;7846;60551
4548;7847;60551
4549;7848;60551
4550;7849;60551
4551;7850;60595
4552;7851;60551
4553;7852;60980
4554;7853;60980
4555;7854;60980
4556;7855;60980
4557;7856;60980
4558;7857;60980
4559;7858;60980
4560;7859;60980
4561;7860;60568
4562;7861;60568
4563;7862;60568
4564;7863;60586
4565;7864;60586
4566;7865;60586
4567;7866;3190
4568;7867;3190
4569;7868;3190
4570;7869;3190
4571;7870;3190
4572;7871;60377
4573;7872;60377
4574;7873;60377
4575;7874;60377
4576;7875;60377
4577;7876;60377
4578;7877;60593
4579;7878;60593
4580;7879;60593
4581;7880;60593
4582;7881;60593
4583;7882;60593
4584;7883;0
4585;7884;0
4586;7885;0
4587;7886;0
4588;7887;0
4589;7888;0
4590;7889;60595
4591;7890;60595
4592;7891;60595
4593;7892;60595
4594;7893;60595
4595;7894;60595
4596;7895;60595
4597;7896;60595
4598;7898;60595
4599;7899;0
4600;7902;60387
4601;7903;60387
4602;7904;60387
4603;7905;60387
4604;7906;60963
4605;7907;60589
4606;11801;22828
4607;11802;22709
4608;11803;22709
4609;11805;22709
4610;11806;22709
4611;11807;22736
4612;11808;22736
4613;11810;22719
4614;11811;22719
4615;11812;22719
4616;11813;22701
4617;11814;2835
4618;11815;2835
4619;11816;22849
4620;11817;22849
4621;11818;22849
4622;11819;22849
4623;11820;22853
4624;11821;22853
4625;11822;22806
4626;11823;22806
4627;11824;22827
4628;11825;22827
4629;11826;22827
4630;11827;22827
4631;11828;22830
4632;11829;22830
4633;11830;22730
4634;11831;22730
4635;11832;22857
4636;11833;22857
4637;11834;22857
4638;11835;22857
4639;11836;22863
4640;11837;22863
4641;11838;22863
4642;11839;22816
4643;11840;22816
4644;11841;22816
4645;11842;22816
4646;11843;22816
4647;11844;22816
4648;11845;22824
4649;11846;22824
4650;11847;22824
4651;11848;22824
4652;11849;22720
4653;11850;22805
4654;11851;22805
4655;11852;22805
4656;11853;22805
4657;11854;22805
4658;11855;22807
4659;11856;22807
4660;11857;22807
4661;11858;22807
4662;11859;22866
4663;11860;22866
4664;11861;22866
4665;11862;22710
4666;11863;22710
4667;11864;22710
4668;11865;22710
4669;11866;22710
4670;11867;22815
4671;11868;22815
4672;11869;22704
4673;11870;22704
4674;11871;22839
4675;11872;22839
4676;11873;22839
4677;11874;22839
4678;11875;22839
4679;11876;22708
4680;11877;22708
4681;11878;22708
4682;11879;22727
4683;11880;22727
4684;11881;22727
4685;11882;22727
4686;11883;22739
4687;11884;22739
4688;11885;22739
4689;11886;22739
4690;11887;22739
4691;11888;22860
4692;11889;22860
4693;11890;22860
4694;11891;22831
4695;11892;22831
4696;11893;22719
4697;11894;22709
4698;11895;22853
4699;11896;22853
4700;11897;22815
4701;11898;22708
4702;11899;22708
4703;11900;22708
4704;11901;22727
4705;11902;22727
4706;11903;22727
4707;11904;22739
4708;11905;22831
4709;11906;22831
4710;11907;22860
4711;11908;22860
4712;11909;22857
4713;11910;22720
4714;11911;22710
4715;11912;22849
4716;11913;22720
4717;11914;22860
4718;22701;2409
4719;22702;2409
4720;22703;3139
4721;22704;2473
4722;22705;2409
4723;22706;3170
4724;22707;2456
4725;22708;3154
4726;22709;2473
4727;22710;3170
4728;22711;3170
4729;22712;2410
4730;22713;3143
4731;22714;3143
4732;22715;2456
4733;22716;3154
4734;22717;2405
4735;22718;2473
4736;22719;3139
4737;22720;3143
4738;22721;3170
4739;22722;2422
4740;22723;2422
4741;22724;2422
4742;22725;2422
4743;22726;2422
4744;22727;2455
4745;22728;2422
4746;22729;3170
4747;22730;2405
4748;22731;3139
4749;22732;3139
4750;22733;2455
4751;22734;3170
4752;22735;3153
4753;22736;3154
4754;22737;3139
4755;22738;2409
4756;22739;2422
4757;22801;2409
4758;22802;2473
4759;22803;2455
4760;22804;0
4761;22805;2473
4762;22806;2403
4763;22807;2473
4764;22808;2403
4765;22809;2403
4766;22810;2403
4767;22812;2403
4768;22813;2410
4769;22814;2409
4770;22815;2410
4771;22816;2406
4772;22817;2446
4773;22819;2410
4774;22820;3154
4775;22821;2455
4776;22822;2455
4777;22823;2455
4778;22824;2410
4779;22825;2468
4780;22826;2446
4781;22827;2456
4782;22828;2403
4783;22829;3153
4784;22830;2468
4785;22831;2405
4786;22832;2456
4787;22833;3153
4788;22834;2440
4789;22835;2456
4790;22836;2422
4791;22837;2422
4792;22838;2410
4793;22839;2409
4794;22840;2410
4795;22841;2410
4796;22842;2468
4797;22843;2446
4798;22845;0
4799;22846;2468
4800;22847;2446
4801;22848;2440
4802;22849;2440
4803;22850;3153
4804;22851;2455
4805;22852;2468
4806;22853;2406
4807;22854;2406
4808;22855;2410
4809;22856;3154
4810;22857;2406
4811;22858;2405
4812;22859;3154
4813;22860;3153
4814;22861;2405
4815;22862;2440
4816;22863;2456
4817;22864;2446
4818;22865;3153
4819;22866;2456
4820;22867;3153
4821;22868;2446
4822;22869;2413
4823;22870;2455
4824;22871;2413
4825;22872;2405
4826;22873;2410
4827;22874;3153
4828;22875;2456
4829;22876;3170
4830;22877;2405
4831;22878;3153
4832;34451;0
4833;34452;0
4834;34453;0
4835;34454;0
4836;34455;0
4837;34456;0
4838;34458;0
4839;34459;0
4840;34460;0
4841;34461;0
4842;34462;0
4843;34463;0
4844;34464;0
4845;34465;0
4846;34466;0
4847;34467;0
4848;34468;0
4849;34469;0
4850;34470;0
4851;34471;0
4852;34472;0
4853;34473;0
4854;34474;0
4855;34475;0
4856;34476;0
4857;34477;0
4858;34478;0
4859;34479;0
4860;34480;0
4861;34481;0
4862;34482;0
4863;34484;0
4864;34485;0
4865;34486;0
4866;34487;0
4867;34488;0
4868;34490;0
4869;34491;0
4870;34492;0
4871;34493;0
4872;34494;0
4873;34495;0
4874;34496;0
4875;34497;0
4876;34498;0
4877;34499;0
4878;34500;0
4879;34599;0
4880;34678;0
4881;34679;0
4882;34680;0
4883;34681;0
4884;34682;0
4885;34683;0
4886;34685;0
4887;34686;0
4888;34687;0
4889;34688;0
4890;34689;0
4891;34690;0
4892;34691;0
4893;34692;0
4894;58801;11880
4895;58802;11880
4896;58803;11880
4897;58804;11880
4898;58805;11839
4899;58806;11839
4900;58807;11839
4901;58808;11839
4902;58809;11839
4903;58810;11839
4904;58811;11912
4905;58812;11912
4906;58813;11912
4907;58814;11912
4908;58815;11832
4909;58816;11832
4910;58817;11832
4911;58818;11832
4912;58819;11832
4913;58820;11863
4914;58821;11863
4915;58822;11863
4916;58823;11863
4917;58824;11863
4918;58825;11858
4919;58826;11858
4920;58827;11858
4921;58828;11858
4922;58829;11858
4923;58830;11858
4924;58831;11864
4925;58832;11864
4926;58833;11864
4927;58834;11864
4928;58835;11864
4929;58836;11864
4930;58837;11873
4931;58838;11873
4932;58839;11873
4933;58840;11873
4934;58841;11873
4935;58842;11873
4936;58843;11832
4937;58844;11858
4938;58845;11893
4939;58846;11893
4940;58847;11893
4941;58848;11893
4942;58849;11893
4943;58850;11893
4944;58851;11815
4945;58852;11815
4946;58853;11815
4947;58854;11815
4948;58855;11815
4949;58856;11826
4950;58857;11826
4951;58858;11826
4952;58859;11826
4953;58860;11826
4954;58861;11826
4955;58862;11854
4956;58863;11854
4957;58864;11854
4958;58865;11854
4959;58866;11854
4960;58867;11854
4961;58868;11883
4962;58869;11883
4963;58870;11883
4964;58871;11883
4965;58872;11883
4966;58873;11906
4967;58874;11906
4968;58875;11906
4969;58876;11906
4970;58877;11906
4971;58878;11806
4972;58879;11806
4973;58880;11806
4974;58881;11806
4975;58882;11889
4976;58883;11889
4977;58884;11889
4978;58885;11889
4979;58886;11889
4980;58887;11889
4981;58888;11805
4982;58889;11805
4983;58890;11805
4984;58891;11805
4985;58892;11805
4986;58893;11805
4987;58894;11815
4988;58895;11815
4989;58896;11815
4990;58897;11815
4991;58898;11815
4992;58899;11815
4993;58900;11826
4994;58901;11826
4995;58902;11826
4996;58903;11826
4997;58904;11856
4998;58905;11856
4999;58906;11856
5000;58907;11856
5001;58908;11856
5002;58909;11877
5003;58910;11877
5004;58911;11877
5005;58912;11877
5006;58913;11877
5007;58914;11877
5008;58915;11854
5009;58916;11854
5010;58917;11854
5011;58918;11854
5012;58919;11854
5013;58920;11854
5014;58921;11867
5015;58922;11867
5016;58923;11867
5017;58924;11867
5018;58925;11867
5019;58926;11803
5020;58927;11803
5021;58928;11803
5022;58929;11803
5023;58930;11887
5024;58931;11887
5025;58932;11887
5026;58933;11887
5027;58934;11887
5028;58935;11811
5029;58936;11811
5030;58937;11811
5031;58938;11811
5032;58939;11811
5033;58940;11873
5034;58941;11873
5035;58942;11873
5036;58943;11873
5037;58944;11873
5038;58945;11873
5039;58946;11832
5040;58947;11815
5041;58948;11906
5042;60376;58823
5043;60377;58823
5044;60378;58823
5045;60379;58823
5046;60380;58935
5047;60381;58852
5048;60382;58852
5049;60383;58852
5050;60384;58852
5051;60385;58852
5052;60386;58909
5053;60387;58909
5054;60388;58909
5055;60389;58909
5056;60390;58909
5057;60391;58895
5058;60392;58895
5059;60393;58895
5060;60394;58895
5061;60395;58895
5062;60396;58895
5063;60397;58849
5064;60398;58849
5065;60399;58849
5066;60400;58849
5067;60534;58909
5068;60535;58825
5069;60536;58825
5070;60537;58825
5071;60538;58880
5072;60539;58880
5073;60540;58880
5074;60542;58886
5075;60543;58886
5076;60544;58886
5077;60545;58882
5078;60546;58882
5079;60547;58882
5080;60548;58882
5081;60549;58825
5082;60550;58825
5083;60551;58825
5084;60552;58825
5085;60553;58882
5086;60554;58882
5087;60555;58882
5088;60556;58947
5089;60557;58947
5090;60558;58947
5091;60559;58805
5092;60560;58805
5093;60561;58919
5094;60562;58809
5095;60563;58809
5096;60564;58809
5097;60565;58947
5098;60566;58947
5099;60567;58845
5100;60568;58845
5101;60569;58845
5102;60570;58845
5103;60571;58845
5104;60573;58886
5105;60574;58886
5106;60576;58886
5107;60577;58886
5108;60578;58843
5109;60579;58919
5110;60580;58919
5111;60581;58919
5112;60582;58919
5113;60583;58919
5114;60584;58919
5115;60585;58880
5116;60586;58863
5117;60587;58863
5118;60588;58852
5119;60589;58852
5120;60591;58852
5121;60592;58882
5122;60593;58809
5123;60594;58809
5124;60595;58809
5125;60596;58809
5126;60597;58900
5127;60598;58936
5128;60599;58823
5129;60600;58823
5130;60787;58801
5131;60788;58801
5132;60789;58801
5133;60790;58801
5134;60791;58801
5135;60961;58845
5136;60963;58858
5137;60964;58936
5138;60966;58947
5139;60967;58811
5140;60968;58811
5141;60969;58919
5142;60970;58919
5143;60971;58843
5144;60972;58843
5145;60974;58843
5146;60975;58843
5147;60976;58843
5148;60977;58843
5149;60978;58895
5150;60979;58895
5151;60980;58895
5152;60981;58895
5153;60982;58900
5154;60983;58900
5155;60984;58900
5156;60985;58900
5157;60986;58935
5158;60987;58935
5159;60988;58935
5160;60989;58935
5161;60990;58935
5162;60991;58935
5163;60992;58935
5164;60993;58935
5165;60995;58845
5166;60996;58845
5167;60997;58909
5168;60998;58909
5169;60999;58909
5170;61000;58909
5171;63476;58886
5172;63477;58886
5173;63478;58936
5174;63479;58843
6142;1101;7735
6143;1102;7910
6144;1104;0
6145;1105;2057
6146;1106;2005
6147;1107;2005
6148;1108;2040
6149;1109;2023
6150;1110;2089
6151;1111;2090
6152;1112;2027
6153;1113;2038
6154;1114;2038
6155;1115;2044
6156;1116;2005
6157;1117;2044
6158;1118;2075
6159;1119;2070
6160;1120;2094
6161;1121;2034
6162;1122;2012
6163;1123;2044
6164;1124;2040
6165;1125;2087
6166;1126;0
6167;1127;2012
6168;1128;2087
6169;1129;2030
6170;1130;2030
6171;1131;2056
6172;1132;2040
6173;1133;2057
6174;1134;2048
6175;1135;2044
6176;1136;2075
6177;1137;2030
6178;1138;2054
6179;1139;2044
6180;1140;2044
6181;1141;2034
6182;1142;2020
6183;1143;2040
6184;1145;2007
6185;2001;7896
6186;2002;7896
6187;2003;7896
6188;2004;7748
6189;2005;7748
6190;2006;7748
6191;2007;7748
6192;2008;7748
6193;2009;7748
6194;2010;7748
6195;2011;0
6196;2012;7907
6197;2013;7907
6198;2014;7907
6199;2015;7907
6200;2016;7907
6201;2017;0
6202;2018;0
6203;2019;0
6204;2020;7754
6205;2021;7754
6206;2022;7754
6207;2023;7754
6208;2024;7754
6209;2025;7754
6210;2026;7754
6211;2027;7754
6212;2028;7872
6213;2029;7754
6214;2030;7754
6215;2031;7754
6216;2032;0
6217;2033;7702
6218;2034;7702
6219;2035;7702
6220;2036;7872
6221;2037;7872
6222;2038;7872
6223;2039;7872
6224;2040;7872
6225;2041;0
6226;2042;0
6227;2044;7749
6228;2045;0
6229;2046;0
6230;2047;7749
6231;2048;7749
6232;2049;7749
6233;2050;7754
6234;2051;7874
6235;2052;7874
6236;2053;7874
6237;2054;7770
6238;2055;7770
6239;2056;7770
6240;2057;7872
6241;2058;7770
6242;2059;7789
6243;2060;7872
6244;2061;7872
6245;2062;7789
6246;2063;7789
6247;2064;7789
6248;2065;7789
6249;2066;7910
6250;2068;7910
6251;2069;7740
6252;2070;7740
6253;2071;7740
6254;2072;7740
6255;2073;7758
6256;2074;7758
6257;2075;7758
6258;2076;7758
6259;2077;7758
6260;2078;7758
6261;2079;0
6262;2081;0
6263;2082;7735
6264;2083;7735
6265;2085;7735
6266;2086;7735
6267;2087;7735
6268;2088;7893
6269;2089;7893
6270;2090;7893
6271;2091;7893
6272;2092;7893
6273;2093;0
6274;2094;0
6275;2095;0
6276;2096;0
6277;2097;0
6278;2098;7907
6279;2099;7874
6280;2401;34472
6281;2402;34472
6282;2403;34472
6283;2404;34472
6284;2405;34472
6285;2406;34472
6286;2407;34472
6287;2409;34488
6288;2410;34488
6289;2411;34488
6290;2412;34488
6291;2413;34488
6292;2414;34488
6293;2415;34488
6294;2416;34495
6295;2417;34495
6296;2418;34495
6297;2419;34495
6298;2420;34495
6299;2421;34469
6300;2422;34469
6301;2423;34469
6302;2424;34469
6303;2425;34469
6304;2426;34469
6305;2427;34453
6306;2428;34473
6307;2429;34473
6308;2430;34473
6309;2431;34473
6310;2432;34473
6311;2433;34473
6312;2434;34473
6313;2435;34473
6314;2436;34490
6315;2437;34490
6316;2438;34490
6317;2439;34490
6318;2440;34490
6319;2441;34462
6320;2442;34462
6321;2443;34462
6322;2444;34462
6323;2445;34462
6324;2446;34691
6325;2447;34691
6326;2448;34484
6327;2449;34484
6328;2450;34484
6329;2451;34484
6330;2452;34484
6331;2453;34465
6332;2454;34465
6333;2455;34465
6334;2456;34465
6335;2457;34691
6336;2458;34484
6337;2459;34484
6338;2460;34462
6339;2461;0
6340;2462;0
6341;2463;0
6342;2464;0
6343;2465;34453
6344;2466;34453
6345;2467;34473
6346;2468;34490
6347;2469;34490
6348;2471;34495
6349;2472;34472
6350;2473;34472
6351;2474;34490
6352;3125;34469
6353;3126;34495
6354;3127;34495
6355;3128;34495
6356;3129;34495
6357;3130;34691
6358;3131;34691
6359;3132;34691
6360;3133;34691
6361;3134;34691
6362;3135;34465
6363;3136;34465
6364;3137;34465
6365;3138;34465
6366;3139;34462
6367;3140;34462
6368;3141;34462
6369;3142;34462
6370;3143;34462
6371;3144;34462
6372;3145;34497
6373;3146;34497
6374;3147;34497
6375;3148;34453
6376;3150;34453
6377;3151;34487
6378;3152;34487
6379;3153;34487
6380;3154;34487
6381;3155;34459
6382;3156;34459
6383;3157;34459
6384;3158;34459
6385;3159;34473
6386;3160;34473
6387;3161;34473
6388;3162;34473
6389;3163;34473
6390;3164;34486
6391;3165;34486
6392;3166;34486
6393;3168;34486
6394;3169;34484
6395;3170;34484
6396;3171;34484
6397;3172;0
6398;3173;34465
6399;3174;34453
6400;3175;34486
6401;5701;2054
6402;5702;2054
6403;5704;2054
6404;5705;2054
6405;5706;0
6406;5707;0
6407;5710;2045
6408;5711;2045
6409;5712;2045
6410;5713;2045
6411;5716;2048
6412;5717;2048
6413;5718;2090
6414;5719;2090
6415;5720;2090
6416;5723;2089
6417;5724;2027
6418;5725;2027
6419;5726;2027
6420;5728;2070
6421;5730;2057
6422;5733;2030
6423;5734;2030
6424;5738;2005
6425;5739;2005
6426;5742;2005
6427;5743;2005
6428;5744;2012
6429;5746;2012
6430;5748;2012
6431;5749;2007
6432;5755;2007
6433;5758;2056
6434;5763;2044
6435;5769;2094
6436;5770;2094
6437;5772;2020
6438;5773;2075
6439;5774;2020
6440;5776;2022
6441;5777;2022
6442;5778;2022
6443;5779;2023
6444;5780;2003
6445;5781;2023
6446;5782;2023
6447;5783;2003
6448;5784;2003
6449;5785;2003
6450;5786;2003
6451;5787;2002
6452;5788;1104
6453;5790;2070
6454;5791;2003
6455;5794;2034
6456;5795;0
6457;5796;2023
6458;5798;2087
6459;5799;2094
6460;5800;2023
6461;7701;60548
6462;7702;60548
6463;7704;60548
6464;7705;60548
6465;7707;60558
6466;7708;60536
6467;7709;60536
6468;7710;60536
6469;7711;60536
6470;7712;60536
6471;7713;60536
6472;7714;63479
6473;7715;63479
6474;7716;63479
6475;7717;63479
6476;7718;63479
6477;7719;63479
6478;7720;60562
6479;7721;60562
6480;7722;60562
6481;7723;60562
6482;7724;60562
6483;7725;60558
6484;7727;60562
6485;7728;60562
6486;7729;0
6487;7730;0
6488;7731;0
6489;7732;60378
6490;7733;60378
6491;7735;60378
6492;7736;60378
6493;7737;60378
6494;7738;60990
6495;7739;60990
6496;7740;60990
6497;7741;60990
6498;7742;60990
6499;7744;60990
6500;7745;60990
6501;7746;60990
6502;7747;60389
6503;7748;60389
6504;7749;60389
6505;7750;60574
6506;7752;60574
6507;7753;60574
6508;7754;60574
6509;7755;60574
6510;7756;60988
6511;7757;60988
6512;7758;60988
6513;7759;60988
6514;7760;60988
6515;7761;60988
6516;7762;60988
6517;7763;60988
6518;7764;60395
6519;7765;60395
6520;7766;60395
6521;7768;60395
6522;7769;60395
6523;7770;60395
6524;7772;60395
6525;7773;60395
6526;7774;60966
6527;7775;60966
6528;7777;60966
6529;7778;60966
6530;7779;60966
6531;7780;60966
6532;7781;60997
6533;7784;60997
6534;7785;60591
6535;7786;60790
6536;7787;60790
6537;7788;60790
6538;7789;60972
6539;7790;60972
6540;7791;60972
6541;7792;60972
6542;7793;60972
6543;7794;60972
6544;7795;60972
6545;7796;60964
6546;7797;60964
6547;7798;60964
6548;7799;60964
6549;7800;60964
6550;7801;60597
6551;7802;60597
6552;7803;60597
6553;7804;60597
6554;7805;60597
6555;7806;60597
6556;7807;60597
6557;7808;60597
6558;7809;60597
6559;7810;60970
6560;7811;60970
6561;7812;60970
6562;7813;60379
6563;7814;60379
6564;7815;60535
6565;7816;60535
6566;7818;60535
6567;7819;60535
6568;7820;60535
6569;7821;60535
6570;7822;60535
6571;7823;60548
6572;7824;60548
6573;7825;60535
6574;7826;60978
6575;7827;60978
6576;7828;60978
6577;7829;60978
6578;7830;60978
6579;7831;0
6580;7832;0
6581;7833;0
6582;7834;60388
6583;7835;60388
6584;7836;60535
6585;7837;60535
6586;7838;60585
6587;7839;60585
6588;7840;60388
6589;7841;60388
6590;7842;60388
6591;7843;60388
6592;7844;60967
6593;7845;60967
6594;7846;60967
6595;7847;60967
6596;7848;60967
6597;7849;60967
6598;7850;60585
6599;7851;60967
6600;7852;60599
6601;7853;60599
6602;7854;60599
6603;7855;60599
6604;7856;60599
6605;7857;60599
6606;7858;60599
6607;7859;60599
6608;7860;60579
6609;7861;60579
6610;7862;60579
6611;7863;69567
6612;7864;69567
6613;7865;69567
6614;7866;60791
6615;7867;60791
6616;7868;60791
6617;7869;60791
6618;7870;60791
6619;7871;60987
6620;7872;60987
6621;7873;60987
6622;7874;60987
6623;7875;60987
6624;7876;60987
6625;7877;60582
6626;7878;60582
6627;7879;60582
